"id","input_address","match","match_type","out_address","lat","lon","tiger_line_id","tiger_line_side","state_fips","county_fips","tract_fips","block_fips"
1,"1 JOHN STREET, FAIRHAVEN, MA, 2719","Match","Exact","1 JOHN ST, FAIRHAVEN, MA, 02719",41.6358585360001,-70.877204247,"46846555","R","25","005","655100","2020"
2,"1 JOHN STREET, HALEDON, NJ, 7508","Match","Exact","1 JOHN ST, HALEDON, NJ, 07508",40.9295625410001,-74.184383369,"65262564","L","34","031","133701","2009"
3,"1 JONQUILLE COURT, LANCASTER, NY, 14086","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"1 JOSPEH HANNAH BLVD, NEWNAN, GA, 30263","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"1 JUDSON LANE, CAMPBELL HALL, NY, 10916","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"1 KALER STREET, HILLSBOROUGH, NJ, 8844","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"1 KEAHOLE PL UNIT 1410, HONOLULU, HI, 96825","Match","Exact","1 KEAHOLE PL, HONOLULU, HI, 96825",21.2866621530001,-157.705716708,"203245505","R","15","003","000108","1002"
8,"1 KEAHOLE PLACE APT 304, HONOLULU, HI, 96825","Match","Exact","1 KEAHOLE PL, HONOLULU, HI, 96825",21.2866621530001,-157.705716708,"203245505","R","15","003","000108","1002"
9,"1 KELMIC DRIVE, SARATOGA SPRINGS, NY, 12866","Match","Non_Exact","1 KELMIK DR, SARATOGA SPGS, NY, 12866",43.0712394650001,-73.8477334139999,"635791222","L","36","091","061404","2016"
10,"1 KELTON COURT 8M, OAKLAND, CA, 94611","Match","Exact","1 KELTON CT, OAKLAND, CA, 94611",37.824049481,-122.250756812,"125000590","R","06","001","404102","1002"
11,"1 KERRY LN, PHOENIX, AZ, 85027","Match","Non_Exact","1 W KERRY LN, PHOENIX, AZ, 85027",33.660926917,-112.07431137,"128182189","L","04","013","616700","3008"
12,"1 KILBRANNON DR, COLUMBIA, SC, 29210","Match","Exact","1 KILBRANNON DR, COLUMBIA, SC, 29210",34.0458399550001,-81.125382322,"70050384","R","45","063","020511","3011"
13,"1 KIMBALL CT, SALEM, MA, 1970","Match","Exact","1 KIMBALL CT, SALEM, MA, 01970",42.523322154,-70.891170798,"86659369","L","25","009","204400","2007"
14,"1 KING PHILLIP DRIVE, WEST HARTFORD, FL, 6117","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"1 KINGS BRIDGE CT, NEWARK, DE, 19702","Match","Exact","1 KINGS BRIDGE CT, NEWARK, DE, 19702",39.6310947850001,-75.6860724269999,"187277136","R","10","003","014903","6000"
16,"1 KINGS HIGHWAY JOHNSON GILLS, MIDDLETOWN, NJ, 7748","Match","Exact","1 KINGS HWY, MIDDLETOWN, NJ, 07748",40.393730949,-74.102266011,"90535163","R","34","025","801100","1000"
17,"1 KINGS HIGHWAY, TAPPAN, NY, 10983","Match","Exact","1 KINGS HWY, TAPPAN, NY, 10983",41.0221454960001,-73.947757982,"124628063","R","36","087","013401","3003"
18,"1 KINGSBRIDGE DRIVE, BURLINGTON, NJ, 8016","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"1 KINGSBURY SQ APT 4 D, TRENTON, NJ, 8611","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"1 KIRKLAND RANCH RD, AMERICAN CANYON, CA, 94503","Match","Exact","1 KIRKLAND RANCH RD, AMERICAN CANYON, CA, 94503",38.221520061,-122.232247286,"628579800","R","06","055","201003","1011"
21,"1 KNEELAND ST ROOM 1513C, BOSTON, MA, 2111","Match","Exact","1 KNEELAND ST, BOSTON, MA, 02111",42.3508993460001,-71.0629066079999,"85710425","R","25","025","070202","1015"
22,"1 LADEW STREET, GLEN COVE, NY, 11542","Match","Exact","1 LADEW ST, GLEN COVE, NY, 11542",40.8660522710001,-73.634683981,"147658085","L","36","059","517201","1001"
23,"1 LAFAYETTE DRIVE, CEDAR GROVE, NJ, 7009","Match","Exact","1 LAFAYETTE DR, CEDAR GROVE, NJ, 07009",40.8423285440001,-74.223066616,"63474981","L","34","013","021400","2002"
24,"1 LAFAYETTE STREET, WHARTON, NJ, 7885","Match","Exact","1 LAFAYETTE ST, WHARTON, NJ, 07885",40.8976340500001,-74.576355441,"60513228","R","34","027","045100","5014"
25,"1 LAKE BELLEVUE DRIVE STE 101, BELLEVUE, WA, 98005","Match","Exact","1 LAKE BELLEVUE DR, BELLEVUE, WA, 98005",47.618883839,-122.181189525,"186671758","R","53","033","023702","1016"
26,"1 LAKE LANE, HICKORY CREEK, TX, 75065","Match","Exact","1 LAKE LN, HICKORY CREEK, TX, 75065",33.1117789790001,-97.0101929209999,"103375989","L","48","121","021411","3023"
27,"1 LAKE POINTE RD, IOWA CITY, IA, 52240","Match","Non_Exact","1 LAKE POINTE RD NE, IOWA CITY, IA, 52240",41.7225232810001,-91.5510444339999,"84509392","R","19","103","010308","2009"
28,"1 LAKESIDE ROAD APT 80, GREENVILLE, SC, 29611","Match","Exact","1 LAKESIDE RD, GREENVILLE, SC, 29611",34.7848635190001,-82.4455405589999,"38304261","L","45","045","003500","1031"
29,"1 LAKEVIEW DRIVE, GOSHEN, NY, 10924","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"1 LAKEVIEW GARDENS UNIT 418, NATICK, MA, 1760","Match","Exact","1 LAKEVIEW GARDENS, NATICK, MA, 01760",42.290974244,-71.360724308,"86930461","L","25","017","382500","2014"
31,"1 LANDVIEW COURT, MIDDLETOWN, DE, 19709","Match","Exact","1 LANDVIEW CT, MIDDLETOWN, DE, 19709",39.4877202420001,-75.660163864,"187285997","L","10","003","016612","3011"
32,"1 LAURELWOOD ST, ALISO VIEJO, CA, 92656","Match","Exact","1 LAURELWOOD ST, ALISO VIEJO, CA, 92656",33.55654607,-117.731179496,"144400309","L","06","059","062639","3003"
33,"1 LAVENTHAL AVENUE, IRVINGTON, NJ, 7111","Match","Exact","1 LAVENTHAL AVE, IRVINGTON, NJ, 07111",40.7105651970001,-74.2372403799999,"63464772","L","34","013","012700","2001"
34,"1 LAWSON LANE - SUITE 310, BURLINGTON, VT, 5401","Match","Exact","1 LAWSON LN, BURLINGTON, VT, 05401",44.476846922,-73.2141257979999,"135856739","L","50","007","001000","3002"
35,"1 LEARNING WAY, FOSTER, WV, 25081","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"1 LEIGHTON ST UNIT 1122, CAMBRIDGE, MA, 2141","Match","Exact","1 LEIGHTON ST, CAMBRIDGE, MA, 02141",42.370430298,-71.073451087,"636789592","L","25","017","352101","2004"
37,"1 LELY HIGH SCHOOL BLVD, NAPLES, FL, 34113","Match","Exact","1 LELY HIGH SCHOOL BLVD, NAPLES, FL, 34113",26.0900162180001,-81.7149507249999,"635187434","R","12","021","010806","2001"
38,"1 LEMASTER CIRCLE, LAGRANGE, IN, 46761","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"1 LENAPE WAY, HONEY BROOK, PA, 19344","Match","Exact","1 LENAPE WAY, HONEY BROOK, PA, 19344",40.070567037,-75.813188871,"179524572","L","42","029","311404","1006"
40,"1 LENT CT, PORTSMOUTH, VA, 23701","Match","Exact","1 LENT CT, PORTSMOUTH, VA, 23701",36.7931527700001,-76.367477182,"122192983","R","51","740","212701","3027"
41,"1 LEOPARD LN, LORENA, TX, 76655","Match","Exact","1 LEOPARD LN, LORENA, TX, 76655",31.388834446,-97.227268286,"146771869","R","48","309","003801","2012"
42,"1 LEWIS PLACE, WESTWOOD, NJ, 7675","Match","Exact","1 LEWIS PL, WESTWOOD, NJ, 07675",40.986059991,-74.021082576,"64379164","R","34","003","059100","2009"
43,"1 LEYTON ROAD, WORCESTER, MA, 1609","Match","Exact","1 LEYTON RD, WORCESTER, MA, 01609",42.2986138160001,-71.838073448,"40005253","L","25","027","730600","4011"
44,"1 LIBERTY PLZ - 42 FL C/O DAN CHOR, NEW YORK, NY, 10006","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"1 LIBERTY ST, BATH, NY, 14810","Match","Exact","1 LIBERTY ST, BATH, NY, 14810",42.3336145640001,-77.3184168239999,"14712700","L","36","101","961100","3013"
46,"1 LIBERTY STREET, CAZENOVIA, NY, 13035","Match","Exact","1 LIBERTY ST, CAZENOVIA, NY, 13035",42.9329319140001,-75.853775309,"46497343","L","36","053","030501","2016"
47,"1 LIBRARY LANE, FLORESVILLE, TX, 78114","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"1 LIBRARY PLAZA, NOBLESVILLE, IN, 46060","Match","Exact","1 LIBRARY PLZ, NOBLESVILLE, IN, 46060",40.046613677,-85.995610412,"29324272","L","18","057","110600","3011"
49,"1 LIGHTHOUSE LANE, THIRD LAKE, IL, 60030","Match","Exact","1 LIGHTHOUSE LN, THIRD LAKE, IL, 60030",42.367337933,-88.009304933,"119667725","R","17","097","861106","1041"
50,"1 LINCOLN DRIVE, CRESSKILL, NJ, 7626","Match","Exact","1 LINCOLN DR, CRESSKILL, NJ, 07626",40.9449338360001,-73.964134793,"64373774","L","34","003","008001","3000"
