"id","input_address","match","match_type","out_address","lat","lon","tiger_line_id","tiger_line_side","state_fips","county_fips","tract_fips","block_fips"
151,"1 BROADWAY 14TH FLOOR, CAMBRIDGE, MA, 2142","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"1 BROADWAY FL 14, CAMBRIDGE, MA, 2142","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,"1 BROADWAY ST, CAMBRIDGE, MA, 2142","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,"1 BROADWAY SUITE 2, ARLINGTON, MA, 2474","Match","Exact","1 BROADWAY, ARLINGTON, MA, 02474",42.407696005,-71.135295586,"87112006","R","25","017","356300","1011"
155,"1 BROADWAY, ISLIP, NY, 11722","Match","Non_Exact","1 BROADWAY AVE, CENTRAL ISLIP, NY, 11722",40.7992963980001,-73.193401578,"645467816","R","36","103","145706","1008"
156,"1 BROOKSIDE DRIVE EAST, HARRIMAN, NY, 10926","Match","Exact","1 BROOKSIDE DR E, HARRIMAN, NY, 10926",41.313275214,-74.140755822,"124446613","R","36","071","014102","1012"
157,"1 BROOKSIDE DRIVE, WESTPORT, CT, 6880","Match","Exact","1 BROOKSIDE DR, WESTPORT, CT, 06880",41.149628814,-73.352803755,"3238388","L","09","001","050200","1000"
158,"1 BROWN ST APT 1321, PHILADELPHIA, PA, 19123","Match","Exact","1 BROWN ST, PHILADELPHIA, PA, 19123",39.962147271,-75.137461807,"131445136","L","42","101","036600","4000"
159,"1 BRYANT DRIVE, SUCCASUNNA, NJ, 7876","Match","Exact","1 BRYANT DR, SUCCASUNNA, NJ, 07876",40.8617914020001,-74.642297379,"650435905","L","34","027","045501","2011"
160,"1 BUCKINGHAM DRIVE, ORMOND BEACH, FL, 32176","Match","Exact","1 BUCKINGHAM DR, ORMOND BEACH, FL, 32176",29.348507893,-81.069961931,"94519879","R","12","127","080202","3003"
161,"1 BULLDOG BLVD, BATESVILLE, IN, 47006","Match","Non_Exact","1 BULLDOG BLVD W, BATESVILLE, IN, 47006",39.3099910500001,-85.232268453,"33183266","L","18","047","960100","3035"
162,"1 BULLDOGGER ROAD, DEWEY, OK, 74029","Match","Exact","1 BULLDOGGER RD, DEWEY, OK, 74029",36.8033018350001,-95.9395509569999,"18715823","R","40","147","001100","2017"
163,"1 BUTTERMAN PLACE, MONSEY, NY, 10952","Match","Exact","1 BUTTERMAN PL, MONSEY, NY, 10952",41.1276075320001,-74.068531773,"618550198","R","36","087","012112","1008"
164,"1 C DOORWAY, FAIRVIEW HEIGHTS, IL, 62208","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,"1 CAHILL CT, WINDSOR MILL, MD, 21244","Match","Exact","1 CAHILL CT, WINDSOR MILL, MD, 21244",39.3225278800001,-76.761379174,"191503361","L","24","005","402408","1006"
166,"1 CALLAWAY DRIVE, DANVERS, MA, 1923","Match","Exact","1 CALLAWAY DR, DANVERS, MA, 01923",42.598115738,-70.9678257099999,"650998782","R","25","009","212101","2010"
167,"1 CALLE WASHINGTON APT 4-A, SAN JUAN, PR, 907","Match","Non_Exact","1 CLL WASHINGTON, SAN JUAN, PR, 00907",18.454583691,-66.066221233,"206648736","L","72","127","001002","2002"
168,"1 CAMBRIDGE DRIVE, SHORT HILLS, NJ, 7078","Match","Exact","1 CAMBRIDGE DR, SHORT HILLS, NJ, 07078",40.7321767,-74.335873293,"63461200","L","34","013","020000","3003"
169,"1 CANDY APPLE DR APT B5, DARTMOUTH, MA, 2747","Match","Exact","1 CANDY APPLE DR, DARTMOUTH, MA, 02747",41.6379140120001,-71.0418565589999,"651197305","R","25","005","653101","3025"
170,"1 CANTERBURY DR, MONTCLAIR, NJ, 7042","Match","Exact","1 CANTERBURY DR, MONTCLAIR, NJ, 07042",40.793083085,-74.218112984,"63449837","R","34","013","017200","2003"
171,"1 CANTERBURY ROAD, CHARLOTTESVILLE, VA, 22903","Match","Exact","1 CANTERBURY RD, CHARLOTTESVILLE, VA, 22903",38.0496751270001,-78.5280674479999,"83400421","L","51","003","011000","2024"
172,"1 CAPE MAY STREET, HARRISON, NJ, 7029","Match","Exact","1 CAPE MAY ST, HARRISON, NJ, 07029",40.7352020430001,-74.1552347099999,"624203875","L","34","017","013900","1026"
173,"1 CAPRON ST APT 3D, ROCHESTER, NY, 14607","Match","Exact","1 CAPRON ST, ROCHESTER, NY, 14607",43.1518413360001,-77.607079158,"652649404","R","36","055","009402","1052"
174,"1 CARRIAGE CITY PLAZA, RAHWAY, NJ, 7065","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,"1 CARRIAGE LANE SUITE J, CHARLESTON, SC, 29407","Match","Exact","1 CARRIAGE LN, CHARLESTON, SC, 29407",32.7972059780001,-79.997427536,"618590742","L","45","019","002605","2011"
176,"1 CARYLYNN COURT, DURHAM, NC, 27703","Match","Exact","1 CARYLYNN CT, DURHAM, NC, 27703",35.9816634360001,-78.814341681,"71764453","R","37","063","001811","1004"
177,"1 CEDAR ST, NEWBURGH, NY, 12550","Match","Exact","1 CEDAR ST, NEWBURGH, NY, 12550",41.508269786,-74.0168464449999,"124413561","L","36","071","000302","1000"
178,"1 CENTER DR, FAYETTEVILLE, GA, 30214","Match","Exact","1 CENTER DR, FAYETTEVILLE, GA, 30214",33.4422788970001,-84.4538688539999,"638726072","L","13","113","140409","1007"
179,"1 CENTER SQUARE, ABBOTTSTOWN, PA, 17301","Match","Exact","1 CENTER SQ, ABBOTTSTOWN, PA, 17301",39.886633596,-76.984797349,"60883180","L","42","001","030801","1024"
180,"1 CENTER WOODS DR NORTH, SAGINAW, MI, 48638","Match","Exact","1 CENTER WOODS DR N, SAGINAW, MI, 48638",43.419949151,-84.014266957,"80242988","L","26","145","010501","1011"
181,"1 CENTERPOINTE DRIVE SUITE 170, LA PLAMA, CA, 90623","Match","Non_Exact","1 CENTERPOINTE DR, LA PALMA, CA, 90623",33.8597387990001,-118.030912511,"144094446","R","06","059","110115","1008"
182,"1 CENTERPOINTE STE 400, LA PALMA, CA, 90623","Match","Non_Exact","1 CENTERPOINTE DR, LA PALMA, CA, 90623",33.8597387990001,-118.030912511,"144094446","R","06","059","110115","1008"
183,"1 CENTERVIEW DRIVE STE 306, GREENSBORO, NC, 27407","Match","Exact","1 CENTERVIEW DR, GREENSBORO, NC, 27407",36.0498510780001,-79.841187083,"131029840","R","37","081","011602","2004"
184,"1 CENTRAL ST 3, MORAN, VA, 83013","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,"1 CENTRE ST FL19, NEW YORK, NY, 10007","Match","Exact","1 CENTRE ST, NEW YORK, NY, 10007",40.7124947240001,-74.0048143129999,"59660412","L","36","061","003100","2008"
186,"1 CENTRE STREET ROOM 2208, NEW YORK, NY, 10007","Match","Exact","1 CENTRE ST, NEW YORK, NY, 10007",40.7124947240001,-74.0048143129999,"59660412","L","36","061","003100","2008"
187,"1 CHAPTER HOUSE RD UNIT 1175, ROUND ROCK, AZ, 86547","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"1 CHERRY BLOSSOM LANE, COVENTRY, RI, 2816","Match","Exact","1 CHERRY BLOSSOM LN, COVENTRY, RI, 02816",41.6773523950001,-71.591193666,"159141283","L","44","003","020703","3055"
189,"1 CHERRY LANE, WADING RIVER, NY, 11792","Match","Exact","1 CHERRY LN, WADING RIVER, NY, 11792",40.9675541620001,-72.8310453719999,"643695568","R","36","103","169701","3003"
190,"1 CHERRY STREET, MEDIA, PA, 19063","Match","Exact","1 CHERRY ST, MEDIA, PA, 19063",39.924563059,-75.384055051,"134870482","R","42","045","407501","1007"
191,"1 CHESTER RD, WALLINGFORD, PA, 19086","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,"1 CHICK SPRINGS ROAD SUITE 211A, GREENVILLE, SC, 29609","Match","Exact","1 CHICK SPRINGS RD, GREENVILLE, SC, 29609",34.8660320280001,-82.380819641,"38299189","L","45","045","001101","4028"
193,"1 CHISHOLM TRAIL RD 450, ROUND ROCK, TX, 78681","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,"1 CHISHOLM TRAIL ROAD STE 450, ROUND ROCK, TX, 78665","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,"1 CHOCTAW WAY, TALIHINA, OK, 74571","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"1 CHRISFIELD ROAD, JOHNSON CITY, NY, 13790","Match","Non_Exact","1 CHRISFIELD AVE, JOHNSON CITY, NY, 13790",42.1055980260001,-75.965641144,"46361699","R","36","007","014100","1008"
197,"1 CHURCH ST, SOUTH HADLEY, MA, 1075","Match","Exact","1 CHURCH ST, SOUTH HADLEY, MA, 01075",42.258431644,-72.575296642,"39852186","R","25","015","821200","1007"
198,"1 CHURCHILL LANE, LEXINGTON, MA, 2421","Match","Exact","1 CHURCHILL LN, LEXINGTON, MA, 02421",42.431338742,-71.2162830669999,"86883861","R","25","017","358100","1014"
199,"1 CIDER MILL LN, HUNTINGTON, NY, 11743","Match","Exact","1 CIDER MILL LN, HUNTINGTON, NY, 11743",40.8794026680001,-73.436009725,"114033528","L","36","103","110200","2006"
200,"1 CITY BOULEVARD WEST, ORANGE, CA, 92868","Match","Exact","1 CITY BLVD W, ORANGE, CA, 92868",33.783237747,-117.895100053,"144414464","L","06","059","076102","4003"
201,"1 CIVIC CENTER CIRCLE 2ND FL, BREA, CA, 92821","Match","Exact","1 CIVIC CENTER CIR, BREA, CA, 92821",33.91776808,-117.889268049,"631775327","R","06","059","001504","1014"
202,"1 CIVITAN PL, BIRMINGHAM, AL, 35213","Match","Exact","1 CIVITAN PL, BIRMINGHAM, AL, 35213",33.5181490100001,-86.746782104,"618694327","R","01","073","002306","3013"
203,"1 CLAIRE DRIVE, NEWTOWN, PA, 18940","Match","Exact","1 CLAIRE DR, NEWTOWN, PA, 18940",40.237753157,-74.9057924689999,"629861714","L","42","017","105206","1000"
204,"1 CLEAR SKYS COURT APT 202, BALTIMORE, ME, 21209","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,"1 CLOVERBROOKE CT, POTOMAC, MD, 20854","Match","Exact","1 CLOVERBROOKE CT, POTOMAC, MD, 20854",39.0733099190001,-77.2222795609999,"62102984","R","24","031","701220","2022"
206,"1 CLUB LN, LITTLETON, CO, 80123","Match","Exact","1 CLUB LN, LITTLETON, CO, 80123",39.603411798,-105.035821299,"177335382","R","08","005","005622","1007"
207,"1 CLYM STREET, PROVIDENCE, RI, 2908","Match","Exact","1 CLYM ST, PROVIDENCE, RI, 02908",41.8432174600001,-71.427541246,"47493083","R","44","007","002700","1018"
208,"1 COBBLESTONE BLVD, MONROE TWP, NJ, 8831","Match","Exact","1 COBBLESTONE BLVD, MONROE TOWNSHIP, NJ, 08831",40.295337438,-74.4641944489999,"627789981","L","34","023","008214","2012"
209,"1 COLLEGE CIRCLE - CFB, BANGOR, ME, 4401","Match","Exact","1 COLLEGE CIR, BANGOR, ME, 04401",44.8258350630001,-68.791470445,"637484778","R","23","019","031100","3001"
210,"1 COLLEGE PLACE, CLAREMONT, NH, 3743","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,"1 COLLEGE STREET, WORCESTER, MA, 1610","Match","Exact","1 COLLEGE ST, WORCESTER, MA, 01610",42.2361473830001,-71.811052812,"40012068","L","25","027","732901","4010"
212,"1 COLONIAL DRIVE, MANCHESTER, NJ, 8759","Match","Exact","1 COLONIAL DR, MANCHESTER, NJ, 08759",40.0057510170001,-74.297306071,"203792110","R","34","029","720202","2013"
213,"1 COLONIAL KNOLLS, POUGHKEEPSIE, NY, 12603","Match","Exact","1 COLONIAL KNOLLS, POUGHKEEPSIE, NY, 12603",41.715329797,-73.859882133,"4169072","R","36","027","140201","1004"
214,"1 COLONIAL PLACE, NORWALK, CT, 6851","Match","Exact","1 COLONIAL PL, NORWALK, CT, 06851",41.116865983,-73.405411403,"3287159","R","09","001","043600","1003"
215,"1 COLUMBUS CENTER SUITE 600, VIRGINIA BEACH, VA, 23462","Match","Non_Exact","1 COLUMBUS ST, VA BCH, VA, 23462",36.840936148,-76.133970085,"641468900","R","51","810","045603","2019"
216,"1 COLUMBUS DR, ARCHBALD, PA, 18403","Match","Exact","1 COLUMBUS DR, ARCHBALD, PA, 18403",41.493439589,-75.5591691829999,"139353453","R","42","069","111100","5000"
217,"1 COLUMBUS PLACE - APT S11G, NEW YORK, NY, 10019","Match","Non_Exact","1 COLUMBUS CIR, NEW YORK, NY, 10019",40.7677759800001,-73.9822169569999,"642472003","R","36","061","014500","4002"
218,"1 COLUMBUS WAY PO BOX 924, BIDDEFORD, ME, 4005","Match","Exact","1 COLUMBUS WAY, BIDDEFORD, ME, 04005",43.4863944910001,-70.440444842,"92786913","L","23","031","025206","4000"
219,"1 COMET DRIVE, CHARLES CITY, IA, 50616","Match","Exact","1 COMET DR, CHARLES CITY, IA, 50616",43.061229052,-92.659211025,"7349560","L","19","067","480500","2000"
220,"1 COMMERCE SQUARE, GADSDEN, AL, 35901","Match","Exact","1 COMMERCE SQ, GADSDEN, AL, 35901",34.009731806,-86.001172029,"66794126","R","01","055","001200","1054"
221,"1 COMMUNITY ROAD, MARBLEHEAD, MA, 1945","Match","Exact","1 COMMUNITY RD, MARBLEHEAD, MA, 01945",42.4849126660001,-70.872040984,"86749664","R","25","009","203100","4011"
222,"1 CONCHAS CT, SANTA FE, NM, 87508","Match","Exact","1 CONCHAS CT, SANTA FE, NM, 87508",35.550166645,-105.904919471,"169374208","R","35","049","010701","3004"
223,"1 CONCOURSE PKWY STE 800, ATLANTA, GA, 30328","Match","Non_Exact","1 CONCOURSE PKWY NE, ATLANTA, GA, 30328",33.916472303,-84.3511474269999,"17383031","R","13","121","010133","3016"
224,"1 CONGRESS ST APT B6, JERSEY CITY, NJ, 7307","Match","Exact","1 CONGRESS ST, JERSEY CITY, NJ, 07307",40.748458719,-74.039688784,"59605350","L","34","017","000800","2001"
225,"1 CONSERVATION WAY, BRUNSWICK, GA, 31520","Match","Exact","1 CONSERVATION WAY, BRUNSWICK, GA, 31520",31.1232118120001,-81.480232197,"9148193","R","13","127","000900","5006"
226,"1 CONSTITUTION DRIVE, HUDSON, NH, 3051","Match","Exact","1 CONSTITUTION DR, HUDSON, NH, 03051",42.7768067370001,-71.385092464,"113577609","R","33","011","012301","3009"
227,"1 CONTINENTAL DR, CENTEREACH, NY, 11720","Match","Exact","1 CONTINENTAL DR, CENTEREACH, NY, 11720",40.888294575,-73.062684954,"114002081","R","36","103","158117","1004"
228,"1 CONVENT AVENUE, NEW YORK, NY, 10027","Match","Exact","1 CONVENT AVE, NEW YORK, NY, 10027",40.812758742,-73.9531176419999,"59656041","R","36","061","021303","4001"
229,"1 CONWAY VILLAGE COURT, SAINT LOUIS, MO, 63141","Match","Exact","1 CONWAY VILLAGE CT, SAINT LOUIS, MO, 63141",38.6476951280001,-90.492525767,"100162653","L","29","189","215234","1022"
230,"1 COOL BLOW STREET / APT 127, CHARLESTON, SC, 29403","Match","Exact","1 COOL BLOW ST, CHARLESTON, SC, 29403",32.805850047,-79.944977427,"108806725","L","45","019","005400","2052"
231,"1 COPLEY STREET, ROXBURY, MA, 2119","Match","Exact","1 COPLEY ST, ROXBURY, MA, 02119",42.3165765910001,-71.1010006509999,"85699128","R","25","025","120301","1003"
232,"1 CORLISS PARK, PROVIDENCE, RI, 2908","Match","Exact","1 CORLISS PRK, PROVIDENCE, RI, 02908",41.8484167290001,-71.427637105,"641914339","L","44","007","002700","1001"
233,"1 CORNUCOPIA CT, MADISON, WI, 53719","Match","Exact","1 CORNUCOPIA CT, MADISON, WI, 53719",43.042587654,-89.5062676109999,"49498387","L","55","025","000409","3000"
234,"1 CORONADO CIR, ROSWELL, NM, 88203","Match","Exact","1 CORONADO CIR, ROSWELL, NM, 88203",33.370088884,-104.532087282,"131774389","R","35","005","000800","3010"
235,"1 CORPORATE DRIVE, DANBURY, CT, 6810","Match","Exact","1 CORPORATE DR, DANBURY, CT, 06810",41.412956509,-73.4213513349999,"3232290","R","09","001","210402","3011"
236,"1 CORTTISS ROAD, NORTH GROSVENORDALE, CT, 6255","Match","Non_Exact","1 CORTTIS RD, NORTH GROSVENORDALE, CT, 06255",42.001303691,-71.906290444,"56451962","L","09","015","900200","2013"
237,"1 COTSWOLD TERRACE, NEWTON, MA, 2459","Match","Exact","1 COTSWOLD TER, NEWTON, MA, 02459",42.33494661,-71.191370712,"87084795","R","25","017","373600","3014"
238,"1 COUGAR LANE, NEWPORT, NC, 28570","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,"1 COUNTRY CLUB BOX 4, STANSBURY PARK, UT, 84074","Match","Non_Exact","1 COUNTRY CLUB DR, STANSBURY PARK, UT, 84074",40.6406282720001,-112.288680088,"155394008","R","49","045","130704","2016"
240,"1 COUNTRY CLUB DRIVE, CHARLESTON, SC, 29412","Match","Exact","1 COUNTRY CLUB DR, CHARLESTON, SC, 29412",32.765800041,-79.967051366,"108840576","L","45","019","001902","3015"
241,"1 COUNTRY CLUB, STANSBURY PARK, UT, 84074","Match","Exact","1 COUNTRY CLUB, STANSBURY PARK, UT, 84074",40.6339861170001,-112.301555768,"627309924","R","49","045","130705","3018"
242,"1 COURT LANE UNIT 402, CAMBRIDGE, MD, 21613","Match","Exact","1 COURT LN, CAMBRIDGE, MD, 21613",38.5719507220001,-76.0752659509999,"99674014","R","24","019","970400","3011"
243,"1 COURT STREET SUITE 150, LEBANON, NH, 3766","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,"1 COURTHOUSE CIRCLE DRIVE, JOURDANTON, TX, 78026","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,"1 COURTHOUSE LN SUITE 2, MARIETTA, OH, 45750","Match","Non_Exact","1 COURT HOUSE LN, MARIETTA, OH, 45750",39.415481879,-81.454944435,"45687799","L","39","167","020500","2012"
246,"1 COURTHOUSE SQ ROOM 207, CARLISLE, PA, 17013","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,"1 COURTHOUSE SQUARE, TUNKHANNOCK, PA, 18657","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,"1 COVENTRY TERRACE, COLUMBUS, NJ, 8022","Match","Exact","1 COVENTRY TER, COLUMBUS, NJ, 08022",40.083771271,-74.668828387,"617129852","L","34","005","701401","1018"
249,"1 CRANBERRY HILL SUITE 103, LEXINGTON, MA, 2421","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,"1 CRAVEN LANE UNIT 6400, LAWRENCEVILLE, NJ, 8648","Match","Exact","1 CRAVEN LN, LAWRENCEVILLE, NJ, 08648",40.296146166,-74.7311541,"60171332","L","34","021","003301","3002"
251,"1 CREEKSIDE WAY, BURLINGTON, NJ, 8016","Match","Exact","1 CREEKSIDE WAY, BURLINGTON, NJ, 08016",40.0646895310001,-74.893524583,"645316109","L","34","005","701104","1018"
252,"1 CREST WAY, ABERDEEN, NJ, 7747","Match","Non_Exact","1 CREST CIR, ABERDEEN, NJ, 07747",40.422099759,-74.23171861,"642904749","L","34","025","803100","2002"
253,"1 CRESTVIEW DR, UTICA, OH, 43080","Match","Non_Exact","1 E CRESTVIEW DR, UTICA, OH, 43080",40.241871132,-82.447028824,"61521341","R","39","089","754700","5008"
254,"1 CRESTVIEW WAY, DOUGLAS, WY, 82633","Match","Exact","1 CRESTVIEW WAY, DOUGLAS, WY, 82633",42.7390726020001,-105.425573288,"146999796","L","56","009","956500","1023"
255,"1 CROSS COUNTY PLAZA, WYNNE, AR, 72396","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,"1 CROSS ISLAND PLAZA SUITE 224, ROSEDALE, NY, 11422","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,"1 CROSSWOOD LANE, GLEN HEAD, NY, 11545","Match","Exact","1 CROSSWOOD LN, GLEN HEAD, NY, 11545",40.8195697510001,-73.571410353,"147624347","R","36","059","517701","1026"
258,"1 CRUSADER WAY, MANCHESTER, NH, 3103","Match","Exact","1 CRUSADER WAY, MANCHESTER, NH, 03103",42.9647201020001,-71.4344321569999,"113560476","L","33","011","002500","1003"
259,"1 CRYSTAL SPRINGS CT APT B, THE HILLS, TX, 78738","Match","Exact","1 CRYSTAL SPRINGS CT, THE HILLS, TX, 78738",30.3501886990001,-97.98780085,"63923045","R","48","453","036900","2015"
260,"1 CTAIG B GARIEPY AVENUE, ISLIP TERRACE, NY, 11752","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,"1 CUNNINGHAM SQ LL15A ALUMNI HALL, PROVIDENCE, RI, 2918","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,"1 CYCLOTRON RD MS 74R316C, BERKELEY, CA, 94720","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,"1 CYCLOTRON RD MS74R316C, BERKELEY, CA, 94720","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,"1 CYCLOTRON ROAD-DONNER LAB, BERKELEY, CA, 92740","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,"1 CYPRESS RUN SUITE 16A, HOMOSASSA, FM, 34446","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"1 DALTON ROAD, BRENTWOOD, NH, 3833","Match","Exact","1 DALTON RD, BRENTWOOD, NH, 03833",42.9826386060001,-71.067634875,"113713687","L","33","015","060000","1026"
267,"1 DAN DRIVE, SEABROOK, SC, 29940","Match","Exact","1 DAN DR, SEABROOK, SC, 29940",32.5564795510001,-80.687544148,"87631317","L","45","013","000100","3017"
268,"1 DEAR XING, LAKEVILLE, MA, 2347","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,"1 DEARBORN SQUARE SUITE 4, KANKAKEE, IL, 60901","Match","Exact","1 DEARBORN SQ, KANKAKEE, IL, 60901",41.1195633580001,-87.8626505679999,"98373267","L","17","091","012300","1017"
270,"1 DEERFIELD RD, CUMBERLAND, RI, 2864","Match","Exact","1 DEERFIELD RD, CUMBERLAND, RI, 02864",41.9612252420001,-71.4392216049999,"47453021","R","44","007","011405","4007"
271,"1 DELL GLEN AVE SUITE 5, LODI, NJ, 7644","Match","Exact","1 DELL GLEN AVE, LODI, NJ, 07644",40.879396872,-74.088299072,"637788786","L","34","003","030202","3001"
272,"1 DEMPSEY GLEN LANE, SIMPSONVILLE, SC, 29681","Match","Exact","1 DEMPSEY GLEN LN, SIMPSONVILLE, SC, 29681",34.8174789980001,-82.233247164,"38337552","L","45","045","002813","2012"
273,"1 DENNISON COURT, GEORGETOWN, MA, 1833","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,"1 DEPOT ROAD, RAYMOND, NH, 3077","Match","Exact","1 DEPOT RD, RAYMOND, NH, 03077",43.0357166790001,-71.1821229399999,"113704452","R","33","015","055002","1016"
275,"1 DEPOT SQUARE, GREENVILLE, AL, 36037","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,"1 DEPOT ST, ROLLING PRAIRIE, IN, 46371","Tie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,"1 DEPOT STREET, ROMNEY, WV, 26757","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,"1 DERBY LN, WESTON, MA, 2493","Match","Exact","1 DERBY LN, WESTON, MA, 02493",42.367136789,-71.282510985,"86853175","L","25","017","367200","1005"
279,"1 DEVON ROAD, MORGANTOWN, WV, 26505","Match","Exact","1 DEVON RD, MORGANTOWN, WV, 26505",39.655822942,-79.973071411,"648519126","L","54","061","010400","3015"
280,"1 DIAMOND CAUSEWAY SUITE 21 BOX 289, SAVANNAH, GA, 31406","Match","Exact","1 DIAMOND CSWY, SAVANNAH, GA, 31406",31.95793682,-81.098075541,"6197239","R","13","051","011007","1002"
281,"1 DICKINSON STREET, SILVER CREEK, NY, 14136","Match","Exact","1 DICKINSON ST, SILVER CREEK, NY, 14136",42.5340299220001,-79.163525487,"120755550","L","36","013","035100","3009"
282,"1 DILLON HOLE RD, HATTIEVILLE, AR, 72063","Match","Exact","1 DILLON HOLE RD, HATTIEVILLE, AR, 72063",35.361362957,-92.781894891,"635383943","L","05","029","950200","1053"
283,"1 DIVISION ST, CAMBRIDGE, NY, 12816","Match","Exact","1 DIVISION ST, CAMBRIDGE, NY, 12816",43.029207048,-73.373141575,"139150821","L","36","115","092000","1022"
284,"1 DIXIE DRIVE SE, BAXLEY, GA, 31513","Match","Non_Exact","1 DIXIE DR, BAXLEY, GA, 31513",31.769197992,-82.3374095349999,"4487308","L","13","001","950301","2039"
285,"1 DOMIDION CT, MIDDLETOWN, NJ, 7748","Match","Exact","1 DOMIDION CT, MIDDLETOWN, NJ, 07748",40.370441725,-74.11523056,"90497172","L","34","025","801200","1000"
286,"1 DOMINION DR, SAN ANTONIO, TX, 78257","Match","Exact","1 DOMINION DR, SAN ANTONIO, TX, 78257",29.6488949170001,-98.622114465,"101724522","L","48","029","191807","3011"
287,"1 DONA MARTA CT, CORRALES, NM, 87048","Match","Exact","1 DONA MARTA CT, CORRALES, NM, 87048",35.222739694,-106.647073027,"194014965","L","35","043","010602","2013"
288,"1 DONLONTON CIRCLE, CHESTERFIELD, NJ, 8515","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,"1 DORRANCE PLAZA, PROVIDENCE, RI, 2903","Match","Non_Exact","1 DORRANCE ST, PROVIDENCE, RI, 02903",41.824802237,-71.4140719549999,"47488510","R","44","007","000800","1052"
290,"1 DOVER DR, CHICAGO, AR, 72204","Match","Non_Exact","1 DOVER DR, LITTLE ROCK, AR, 72204",34.721321855,-92.38876304,"83546982","R","05","119","002410","1017"
291,"1 DOVER HIGH DR, DOVER, DE, 19904","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,"1 DOVER HIGH DRIVE, DIVER, DE, 19904","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,"1 DOVER HIGH DRIVE, DOVER, DE, 19904","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,"1 DRAKE CLOSE, HILLSBOROUGH, NJ, 8844","Match","Exact","1 DRAKE CLOSE, HILLSBOROUGH, NJ, 08844",40.516811241,-74.6530618149999,"59957294","L","34","035","053706","1000"
295,"1 DUNSINANE SUITE E, NOTTINGHAM, MD, 21236","Match","Non_Exact","1 DUNSINANE DR, NOTTINGHAM, MD, 21236",39.3809955900001,-76.46611355,"191518226","L","24","005","411307","1002"
296,"1 DUNWOODY PARK S 107, ATLANTA, GA, 30388","Match","Non_Exact","1 DUNWOODY PARK S, ATLANTA, GA, 30338",33.920982662,-84.310904307,"23412878","R","13","089","021225","2001"
297,"1 DWIGHT DRIVE, MIDDLEFIELD, CT, 6455","Match","Exact","1 DWIGHT DR, MIDDLEFIELD, CT, 06455",41.520449774,-72.7195993999999,"113888291","L","09","007","580100","1010"
298,"1 E 33RD ST 9TH FLOOR, NEW YORK, NY, 10016","Match","Non_Exact","1 E 33RD ST, NEW YORK, NY, 10016",40.7477241120001,-73.984912567,"59653476","L","36","061","007400","5001"
299,"1 E BROADWAY BLVD - SUITE 401, TUCSON, AZ, 85701","Tie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,"1 E CENTER ST 330, FAYETTEVILLE, AR, 72701","Tie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
