"id","input_address","match","match_type","out_address","lat","lon","tiger_line_id","tiger_line_side","state_fips","county_fips","tract_fips","block_fips"
147,"10 SCHULTZ CT, TENAFLY, NJ, 7670","Match","Exact","10 SCHULTZ CT, TENAFLY, NJ, 07670",40.920936942,-73.9754585649999,"64374130","R","34","003","055201","2001"
148,"10 SEDGEWICK CT, SHARPSBURG, GA, 30277","Match","Exact","10 SEDGEWICK CT, SHARPSBURG, GA, 30277",33.461329805,-84.646781891,"9338995","L","13","077","170408","1011"
149,"10 SEDGWICK STREET, PITTSBURGH, PA, 15209","Match","Exact","10 SEDGWICK ST, PITTSBURGH, PA, 15209",40.4795333710001,-79.9747098509999,"51641637","R","42","003","427000","3032"
150,"10 SELDEN STREET, WOODBRIDGE, CT, 6525","Match","Exact","10 SELDEN ST, WOODBRIDGE, CT, 06525",41.339123224,-72.9818164979999,"3697062","R","09","009","160200","1021"
151,"10 SERENITY COURT, NANCY, KY, 42544","Match","Exact","10 SERENITY CT, NANCY, KY, 42544",37.041806245,-84.679187336,"642491646","R","21","199","930302","1008"
152,"10 SHELTER VIEW COURT, WILDER, KY, 41076","Match","Exact","10 SHELTER VIEW CT, WILDER, KY, 41076",39.0391195290001,-84.4783057609999,"104456087","L","21","037","053302","2010"
153,"10 SHEPHERD LANE, ASHLAND, MA, 1721","Match","Exact","10 SHEPHERD LN, ASHLAND, MA, 01721",42.269055085,-71.48064104,"86842084","L","25","017","385102","3001"
154,"10 SHIRLEY DR APT 4, SCHENECTADY, NY, 12304","Match","Exact","10 SHIRLEY DR, SCHENECTADY, NY, 12304",42.775639561,-73.897970894,"18030959","L","36","093","021801","2018"
155,"10 SILVERCREST COVE, JACKSON, TN, 38305","Match","Exact","10 SILVERCREST COVE, JACKSON, TN, 38305",35.6928996400001,-88.819824161,"21334617","L","47","113","001607","1041"
156,"10 SKYTOP RD, HIGHLAND MILLS, NY, 10930","Match","Exact","10 SKYTOP RD, HIGHLAND MILLS, NY, 10930",41.3429820690001,-74.1538401879999,"124496130","L","36","071","013500","1041"
157,"10 SKYVIEW LN, WOBURN, MA, 1801","Match","Exact","10 SKYVIEW LN, WOBURN, MA, 01801",42.473019385,-71.137863744,"86887007","L","25","017","333400","3011"
158,"10 SLAYTON HILL ROAD SUITE 103, LEBANON, NH, 3766","Match","Exact","10 SLAYTON HILL RD, LEBANON, NH, 03766",43.638142056,-72.26618996,"145660614","L","33","009","961801","2006"
159,"10 SOUTH 2000 EAST, SALT LAKE CITY, UT, 84112","Match","Exact","10 S 2000 E, SALT LAKE CITY, UT, 84112",40.7691186330001,-111.834225153,"176138711","L","49","035","101402","2000"
160,"10 SOUTH BATAVIA AVENUE, BATAVIA, IL, 60510","Match","Exact","10 S BATAVIA AVE, BATAVIA, IL, 60510",41.8497163550001,-88.311962609,"119511797","L","17","089","852700","3008"
161,"10 SOUTH BELLS ST, ALAMO, TN, 38001","Match","Exact","10 S BELLS ST, ALAMO, TN, 38001",35.784933435,-89.1172490989999,"63319726","L","47","033","961100","2015"
162,"10 SOUTH DIVISION ST, NEW ROCHELLE, NY, 10805","Match","Exact","10 S DIVISION ST, NEW ROCHELLE, NY, 10805",40.908014833,-73.78250309,"139751353","L","36","119","005800","1000"
163,"10 SOUTH DR, BALDWIN, NY, 11510","Match","Exact","10 SOUTH DR, BALDWIN, NY, 11510",40.6299917360001,-73.594285929,"147638450","R","36","059","413804","2008"
164,"10 SOUTH GAY STREET PO BOX 469, MOUNT VERNON, OH, 43050","Match","Exact","10 S GAY ST, MOUNT VERNON, OH, 43050",40.3933731050001,-82.4842113559999,"24616279","R","39","083","007500","4005"
165,"10 SOUTH GAY STREET, MOUNT VERNON, OH, 43050","Match","Exact","10 S GAY ST, MOUNT VERNON, OH, 43050",40.3933731050001,-82.4842113559999,"24616279","R","39","083","007500","4005"
166,"10 SOUTH LASALLE STREET- SUITE 3600, CHICAGO, IL, 60030","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,"10 SOUTH MAIN STREET 208, MEMPHIS, TN, 38103","Match","Exact","10 S MAIN ST, MEMPHIS, TN, 38103",35.144939622,-90.052916352,"72903294","L","47","157","004200","2003"
168,"10 SOUTH RAILROAD ST PO BOX 53, HUGHESVILLE, PA, 17737","Match","Exact","10 S RAILROAD ST, HUGHESVILLE, PA, 17737",41.241583647,-76.725857635,"59479231","L","42","081","010700","5026"
169,"10 SOUTHERN CROSS CIR APT 207, BOYNTON BEACH, FL, 33436","Match","Exact","10 SOUTHERN CROSS CIR, BOYNTON BEACH, FL, 33436",26.5186566420001,-80.093661879,"644021419","R","12","099","006007","2001"
170,"10 SPRING CREEK DRIVE, SPRING VALLEY, IL, 61362","Match","Exact","10 SPRING CREEK DR, SPRING VALLEY, IL, 61362",41.364127243,-89.19146534,"8487669","L","17","011","965100","1038"
171,"10 ST PAUL PLACE APT 518, BROOKLYN, IL, 11226","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,"10 STACYS WAY, DENMARK, ME, 4022","Match","Exact","10 STACYS WAY, DENMARK, ME, 04022",43.9423620580001,-70.795819751,"651198149","L","23","017","966800","1022"
173,"10 STAGECOACH VILLAGE, LITTLE ROCK, AR, 72210","Tie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,"10 STALYNN LANE, HOUSTON, TX, 77027","Match","Non_Exact","10 STALYNN, HOUSTON, TX, 77027",29.7539558460001,-95.453503941,"641980382","R","48","201","411301","1008"
175,"10 STANFIELD ROAD, WEAVERVILLE, NC, 28787","Match","Non_Exact","10 STANFIELD DR, WEAVERVILLE, NC, 28787",35.743977101,-82.571926909,"36905148","L","37","021","002804","2005"
176,"10 STATE ROAD PMB, BATH, ME, 4530","Match","Exact","10 STATE RD, BATH, ME, 04530",43.906483257,-69.83041645,"608286845","R","23","023","970600","3001"
177,"10 STATION CT, BELLPORT, NY, 11713","Match","Exact","10 STATION CT, BELLPORT, NY, 11713",40.757543469,-72.9394981569999,"643035118","R","36","103","159300","2021"
178,"10 STEEP HOLLOW LANE, COS COB, CT, 6807","Match","Exact","10 STEEP HOLLOW LN, COS COB, CT, 06807",41.063572756,-73.5875242989999,"3241885","L","09","001","010202","2001"
179,"10 STICKLEY CT, THE WOODLANDS, TX, 77382","Match","Exact","10 STICKLEY CT, THE WOODLANDS, TX, 77382",30.1916039980001,-95.582669833,"625659572","R","48","339","690606","2003"
180,"10 STICKNEY ROAD, MEDFORD, MA, 2155","Match","Exact","10 STICKNEY RD, MEDFORD, MA, 02155",42.429007961,-71.11157007,"86857922","L","25","017","339102","3008"
181,"10 STILES LANE, FRANKLIN PARK, NJ, 8823","Match","Exact","10 STILES LN, FRANKLIN PARK, NJ, 08823",40.442501269,-74.5696011369999,"59956162","R","34","035","053402","4006"
182,"10 STIRRUP COURT, HAMPTON, VA, 23664","Match","Exact","10 STIRRUP CT, HAMPTON, VA, 23664",37.0531585000001,-76.2922695519999,"103763556","R","51","650","012100","2018"
183,"10 STRATFORD ROAD  SUITE 9F, BROOKLYN, NY, 11218","Match","Exact","10 STRATFORD RD, BROOKLYN, NY, 11218",40.648569142,-73.96961277,"59080852","R","36","047","050600","4001"
184,"10 STREAMLEY COURT, DURHAM, NC, 27705","Match","Exact","10 STREAMLEY CT, DURHAM, NC, 27705",35.966689031,-78.991128045,"71756117","R","37","063","002029","2003"
185,"10 STURBRIDGE LANE, GREENSBORO, NC, 27408","Match","Exact","10 STURBRIDGE LN, GREENSBORO, NC, 27408",36.118677093,-79.792981675,"131107246","R","37","081","012703","2015"
186,"10 STUYVESANT OVAL, NEW YORK CITY, NY, 10009","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,"10 SULLIVAN LANE, ACTON, MA, 1720","Match","Exact","10 SULLIVAN LN, ACTON, MA, 01720",42.5119388570001,-71.4142384419999,"646768708","L","25","017","363106","1000"
188,"10 SUMMER HILL STREET, SPRINGFIELD, VT, 5156","Match","Exact","10 SUMMER HILL ST, SPRINGFIELD, VT, 05156",43.297636611,-72.480024841,"139247418","L","50","027","966700","3008"
189,"10 SUMMERHILL CT, COLUMBUS, NJ, 8022","Match","Exact","10 SUMMERHILL CT, COLUMBUS, NJ, 08022",40.0690342300001,-74.7427301559999,"617130725","R","34","005","701402","2018"
190,"10 SUMMIT ROAD PO BOX 419, ALPINE, NJ, 7620","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,"10 SUMMIT ST, EAST HAMPTON, CT, 6424","Match","Exact","10 SUMMIT ST, EAST HAMPTON, CT, 06424",41.576262458,-72.501716105,"113885203","R","09","007","550201","1020"
192,"10 SUNNYSIDE AVENUE, BURLINGTON, MA, 1803","Match","Exact","10 SUNNYSIDE AVE, BURLINGTON, MA, 01803",42.4925521220001,-71.18304685,"86883262","L","25","017","332201","1015"
193,"10 SUNSET AVENUE, ILION, NY, 13557","Match","Non_Exact","10 SUNSET AVE, ILION, NY, 13357",43.016596463,-75.055301384,"153731484","L","36","043","010300","1034"
194,"10 SUNSET DRIVE, VERGENNES, VT, 5491","Match","Exact","10 SUNSET DR, VERGENNES, VT, 05491",44.160252692,-73.247209422,"136447118","L","50","001","960300","2013"
195,"10 SUNSET RD, OWINGS MILLS, MD, 21117","Match","Exact","10 SUNSET RD, OWINGS MILLS, MD, 21117",39.4395038380001,-76.805086129,"191462752","R","24","005","404102","2000"
196,"10 SUSSEX CT UNIT 214, SUFFERN, NY, 10901","Match","Exact","10 SUSSEX CT, SUFFERN, NY, 10901",41.1079537480001,-74.127091734,"124602120","L","36","087","012000","2002"
197,"10 SW 131ST AVE, BEAVERTON, OR, 97005","Match","Exact","10 SW 131ST AVE, BEAVERTON, OR, 97005",45.5200055980001,-122.811794415,"158184667","L","41","067","031403","1003"
198,"10 SW SOUTH RIVER DR APT 807, MIAMI, FL, 33137","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,"10 SW SOUTH RIVER DR APT1009, MIAMI, FL, 33130","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,"10 SYDNEY STREE, DORCHESTER, MA, 2062","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,"10 TALBOT LANE, GREENWICH, CT, 6830","Match","Exact","10 TALBOT LN, GREENWICH, CT, 06830",41.004451713,-73.6524345399999,"3256981","L","09","001","011300","2004"
202,"10 TALLAWOOD LANE, ELGIN, SC, 29045","Match","Exact","10 TALLAWOOD LN, ELGIN, SC, 29045",34.1464835,-80.837383351,"71844527","L","45","079","011425","1008"
203,"10 TALLAWOOD LN, ELGIN, SC, 29045","Match","Exact","10 TALLAWOOD LN, ELGIN, SC, 29045",34.1464835,-80.837383351,"71844527","L","45","079","011425","1008"
204,"10 TALLMAN LANE, SOMERSET, NJ, 8873","Match","Exact","10 TALLMAN LN, SOMERSET, NJ, 08873",40.522629867,-74.569484909,"627515132","R","34","035","053501","1006"
205,"10 TANGLEWYLDE AVE, BRONXVILLE, NY, 10708","Match","Exact","10 TANGLEWYLDE AVE, BRONXVILLE, NY, 10708",40.939444178,-73.8312851699999,"139746269","R","36","119","004700","2040"
206,"10 TAYLOR DRIVE, SPENCER, MA, 1562","Match","Exact","10 TAYLOR DR, SPENCER, MA, 01562",42.194609439,-71.973775202,"636926889","R","25","027","726100","3013"
207,"10 TECOMA CIRCLE, LITTLETON, CO, 80127","Match","Exact","10 TECOMA CIR, LITTLETON, CO, 80127",39.5841543610001,-105.164714508,"177394623","L","08","059","012035","2009"
208,"10 THERESA DRIVE, HOLMDEL, NJ, 7733","Match","Exact","10 THERESA DR, HOLMDEL, NJ, 07733",40.404359153,-74.176955412,"90475653","R","34","025","803202","2019"
209,"10 THOMAS STREET, BURLINGTON, MA, 1803","Match","Exact","10 THOMAS ST, BURLINGTON, MA, 01803",42.5115836690001,-71.1944555919999,"86905496","L","25","017","332100","4011"
210,"10 THOMPSON ST, BALLSTON SPA, NY, 12020","Match","Exact","10 THOMPSON ST, BALLSTON SPA, NY, 12020",43.0049424950001,-73.850342554,"18768200","R","36","091","061800","2012"
211,"10 THUNDER RUN - UNIT 38G, IRVINE, CA, 92614","Match","Exact","10 THUNDER RUN, IRVINE, CA, 92614",33.667987754,-117.808591609,"144059917","L","06","059","052519","2000"
212,"10 TILLERY RD, EDGEWOOD, NM, 87015","Match","Exact","10 TILLERY RD, EDGEWOOD, NM, 87015",35.0257090200001,-106.125888622,"169585014","R","35","057","963201","2057"
213,"10 TIMBER LN, WOODBRIDGE, CT, 6525","Match","Exact","10 TIMBER LN, WOODBRIDGE, CT, 06525",41.344364569,-73.0273425519999,"3732411","L","09","009","160100","3012"
214,"10 TIMBER TERRACE, TROY, IL, 62294","Match","Exact","10 TIMBER TER, TROY, IL, 62294",38.7442734410001,-89.888131253,"649413228","R","17","119","403531","6006"
215,"10 TIMES SQUARE -3RD FLOOR- NO 3081, NEW YORK, NY, 10018","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,"10 TOGO ROAD, TOMS RIVER, NJ, 8757","Match","Exact","10 TOGO RD, TOMS RIVER, NJ, 08757",39.956109456,-74.237182537,"203759082","R","34","029","731205","3004"
217,"10 TORIO COURT, JERSEY CITY, NJ, 7305","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,"10 TOTMAN DR APT 8, WOBURN, MA, 1801","Match","Exact","10 TOTMAN DR, WOBURN, MA, 01801",42.471216112,-71.173877633,"648789419","L","25","017","333200","4019"
219,"10 TOWER ROAD, WINNECONNE, WI, 54986","Match","Exact","10 TOWER RD, WINNECONNE, WI, 54986",44.1054935130001,-88.724990052,"652338796","L","55","139","002201","2033"
220,"10 TOWN FARM ROAD  PO BOX 1883, GRAY, ME, 4039","Match","Non_Exact","10 TOWN FARM RD, GRAY, ME, 04039",43.88877038,-70.267098765,"78047605","L","23","005","004702","1022"
221,"10 TOWN PLAZA 157, DURANGO, CO, 81301","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,"10 TOWNLINE ROAD, ITHACA, NY, 14850","Match","Non_Exact","10 TOWN LINE RD, ITHACA, NY, 14850",42.3951449460001,-76.5339220179999,"643988620","L","36","109","001000","2031"
223,"10 TREE TOP DR, SPRINGFIELD, NJ, 7081","Match","Exact","10 TREE TOP DR, SPRINGFIELD, NJ, 07081",40.6955107090001,-74.347155739,"60603499","R","34","039","037601","2009"
224,"10 TULSA DRIVE, MONKEY ISLAND, OK, 74331","Match","Exact","10 TULSA DR, MONKEY ISLAND, OK, 74331",36.5887591000001,-94.861985528,"49652995","R","40","041","375805","2012"
225,"10 TUMBLEWEED ST, TRABUCO CANYON, CA, 92679","Match","Exact","10 TUMBLEWEED ST, TRABUCO CANYON, CA, 92679",33.5914327560001,-117.599593008,"144388769","L","06","059","032045","1000"
226,"10 TUNES BROOK DRIVE, BRICK, NJ, 8723","Match","Exact","10 TUNES BROOK DR, BRICK, NJ, 08723",40.030213964,-74.132506335,"203736260","L","34","029","714200","4002"
227,"10 TYLER ST, SOMERVILLE, MA, 2143","Match","Exact","10 TYLER ST, SOMERVILLE, MA, 02143",42.3817141850001,-71.105145775,"86868630","L","25","017","351204","1002"
228,"10 UNDINE RD, ROCKY POINT, NY, 11778","Match","Exact","10 UNDINE RD, ROCKY POINT, NY, 11778",40.9605859550001,-72.9169217479999,"113954544","R","36","103","158408","1013"
229,"10 UPLAND ROAD, BROOKLINE, MA, 2445","Match","Exact","10 UPLAND RD, BROOKLINE, MA, 02445",42.3303954470001,-71.1193430169999,"87245363","L","25","021","401000","2000"
230,"10 VALENCIA DRIVE, LAKE HOPATCONG, NJ, 7849","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"10 VALOR LANE, LEVITTOWN, PA, 19054","Match","Exact","10 VALOR LN, LEVITTOWN, PA, 19054",40.1853912230001,-74.8261423769999,"134722649","R","42","017","105809","1007"
232,"10 VAN HICKS ROAD, OAK RIDGE, TN, 37830","Match","Exact","10 VAN HICKS RD, OAK RIDGE, TN, 37830",36.008536507,-84.27536792,"90134367","L","47","001","020500","1014"
233,"10 VANS AVE, COLDWATER, MI, 49036","Match","Exact","10 VANS AVE, COLDWATER, MI, 49036",41.9384908210001,-84.9839737739999,"8214450","R","26","023","951400","1028"
234,"10 VEGA DR, SHREWSBURY, MA, 1545","Match","Exact","10 VEGA DR, SHREWSBURY, MA, 01545",42.309120514,-71.7126994979999,"40013644","R","25","027","739500","2002"
235,"10 VIA RICASOL, IRVINE, CA, 92612","Match","Exact","10 VIA RICASOL, IRVINE, CA, 92612",33.668579833,-117.849741176,"144383377","L","06","059","062610","2000"
236,"10 VILLA DR, PUEBLO, CO, 81001","Match","Exact","10 VILLA DR, PUEBLO, CO, 81001",38.3030443650001,-104.58305086,"105023819","R","08","101","000904","1000"
237,"10 VILLAGE SQUARE ROAD, NORTH YARMOUTH, ME, 4097","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"10 W 24TH ST STE 360, BALTIMORE, MD, 21218","Match","Non_Exact","10 W 24TH ST, BALTIMORE, MD, 21218",39.316324831,-76.6177262589999,"206418815","R","24","510","120600","2014"
239,"10 W 29TH ST, HUNTINGDON, PA, 16652","Match","Exact","10 W 29TH ST, HUNTINGDON, PA, 16652",40.508190369,-78.0097062409999,"50615303","L","42","061","950400","1002"
240,"10 W 33RD STREET SUITE 900, NEW YORK, NY, 10001","Match","Non_Exact","10 W 33RD ST, NEW YORK, NY, 10001",40.7479579370001,-73.985500967,"59653445","L","36","061","007600","1003"
241,"10 W 400 N, SPRING CITY, UT, 84662","Match","Exact","10 W 400 N, SPRING CITY, UT, 84662",39.483775226,-111.496315858,"649448183","L","49","039","972101","3058"
242,"10 W 53RD STREET, KANSAS CITY, MO, 64112","Match","Exact","10 W 53RD ST, KANSAS CITY, MO, 64112",39.030960651,-94.5878236359999,"91448124","R","29","095","007400","4007"
243,"10 W BARD AVE, RED HOOK, NY, 12571","Tie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,"10 W BROAD ST SUITE 2100, COLUMBUS, OH, 43215","Match","Non_Exact","10 E BROAD ST, COLUMBUS, OH, 43215",39.962267222,-83.0003155379999,"135620846","L","39","049","003000","4078"
245,"10 W CHAMBERS ST, FORSYTH, GA, 31029","Match","Exact","10 W CHAMBERS ST, FORSYTH, GA, 31029",33.0334794240001,-83.9404981759999,"66664292","L","13","207","050200","2078"
246,"10 W CHURCH ST, FORTVILLE, IN, 46040","Match","Exact","10 W CHURCH ST, FORTVILLE, IN, 46040",39.934626225,-85.8504720889999,"31086422","L","18","059","410202","3004"
247,"10 W COUNTY ST, HAMPTON, VA, 23663","Match","Exact","10 W COUNTY ST, HAMPTON, VA, 23663",37.019655384,-76.321872702,"103760135","R","51","650","010900","1013"
248,"10 W COURT STREET, UNION GAP, WA, 98903","Match","Exact","10 W COURT ST, UNION GAP, WA, 98903",46.5508450840001,-120.47553346,"184939087","L","53","077","001400","2038"
249,"10 W EAGER STREET STE 310, BALTIMORE, MD, 21201","Match","Non_Exact","10 W EAGER ST, BALTIMORE, MD, 21201",39.3010135910001,-76.6167018959999,"206419358","R","24","510","110200","3008"
250,"10 W EAGER STREET SUITE 315, BALTIMORE, MD, 21218","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,"10 W ELM ST, WEST TOWNSEND, MA, 1474","Match","Exact","10 W ELM ST, W TOWNSEND, MA, 01474",42.6761156490001,-71.740908367,"86838595","L","25","017","301102","3004"
252,"10 W MAIN STREET, MCCONNELSVILLE, OH, 43756","Match","Exact","10 W MAIN ST, MCCONNELSVILLE, OH, 43756",39.648856144,-81.854009665,"45429381","L","39","115","968900","3069"
253,"10 W MANILLA AVE, PITTSBURGH, PA, 15220","Match","Exact","10 W MANILLA AVE, PITTSBURGH, PA, 15220",40.4181378120001,-80.047128749,"51630714","R","42","003","469000","2002"
254,"10 W MARKET ST STE 1020, INDIANAPOLIS, IN, 46204","Match","Non_Exact","10 MARKET ST, INDIANAPOLIS, IN, 46227",39.6647344620001,-86.120555296,"639121632","R","18","097","381003","3004"
255,"10 W MINNEZONA AVE APT 1026, PHOENIX, AZ, 85013","Match","Non_Exact","10 W MINNEZONA AVE, PHOENIX, AZ, 85013",33.5034937510001,-112.074583482,"128277804","R","04","013","117100","1002"
256,"10 W NIGHTHAWK WAY, PHOENIX, AZ, 85045","Match","Exact","10 W NIGHTHAWK WAY, PHOENIX, AZ, 85045",33.2968708600001,-112.080924346,"647480144","R","04","013","116727","2000"
257,"10 W PHILLIP RD  SUITE 120, VERNON HILLS, IL, 60061","Match","Non_Exact","10 W PHILLIP RD, VERNON HILLS, IL, 60061",42.2393483130001,-87.9648764039999,"119639574","L","17","097","864513","2000"
258,"10 W PHILLIP RD SUITE 120, VERNON HILLS, IL, 60061","Match","Non_Exact","10 W PHILLIP RD, VERNON HILLS, IL, 60061",42.2393483130001,-87.9648764039999,"119639574","L","17","097","864513","2000"
259,"10 W POLK ST, SHELBYVILLE, IN, 46176","Match","Exact","10 W POLK ST, SHELBYVILLE, IN, 46176",39.5215693120001,-85.777424848,"33228995","L","18","145","710601","2046"
260,"10 WACHSETT STREET, FITCHBURG, MA, 1420","Match","Non_Exact","10 WACHUSETT ST, FITCHBURG, MA, 01420",42.566314441,-71.84532976,"40027046","R","25","027","710300","2018"
261,"10 WARD WAY, MIFFLINBURG, PA, 17844","Match","Exact","10 WARD WAY, MIFFLINBURG, PA, 17844",40.9218972670001,-77.047313559,"48193449","L","42","119","090300","2007"
262,"10 WATERFALL DR APT A, CANTON, MA, 2021","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,"10 WAVERLY CIRCLE, WATERVLIET, NY, 12189","Match","Exact","10 WAVERLY CIR, WATERVLIET, NY, 12189",42.7505389390001,-73.731704782,"650259541","L","36","001","013509","2002"
264,"10 WEATHERLY COURT, JAMESTOWN, RI, 2835","Match","Exact","10 WEATHERLY CT, JAMESTOWN, RI, 02835",41.5457036610001,-71.370797903,"47348355","R","44","005","041300","3015"
265,"10 WEAVER SMITH DRIVE, CANDLER, NC, 28715","Match","Exact","10 WEAVER SMITH DR, CANDLER, NC, 28715",35.490236899,-82.6865060329999,"36893216","R","37","021","002402","2017"
266,"10 WEESUCK AVE, EAST QUOGUE, NY, 11942","Match","Exact","10 WEESUCK AVE, EAST QUOGUE, NY, 11942",40.8451759320001,-72.576557196,"114027779","R","36","103","190606","3005"
267,"10 WELLE ROAD, CROCKETT, CA, 94525","Match","Exact","10 WELLE RD, CROCKETT, CA, 94525",38.0478868060001,-122.212977244,"192088422","R","06","013","357000","2021"
268,"10 WELLINGTON WALK, DOUGLASVILLE, GA, 30134","Match","Exact","10 WELLINGTON WALK, DOUGLASVILLE, GA, 30134",33.7909798920001,-84.7899298839999,"17740685","L","13","223","120606","1000"
269,"10 WENDI DR, NORTH PROVIDENCE, RI, 2911","Match","Exact","10 WENDI DR, N PROVIDENCE, RI, 02911",41.869152625,-71.482142122,"47450671","R","44","007","012104","3006"
270,"10 WEST 18TH STREET, OCEAN CITY, NJ, 8226","Match","Exact","10 W 18TH ST, OCEAN CITY, NJ, 08226",39.2719514140001,-74.5924743899999,"647448671","R","34","009","020203","3041"
271,"10 WEST BROAD STREET SUITE 2100, COLUMBUS, OH, 43215","Match","Exact","10 W BROAD ST, COLUMBUS, OH, 43215",39.9621363250001,-83.001464508,"135576058","R","39","049","003000","4084"
272,"10 WEST BROADWAY APT 9K, LONG BEACH, NY, 11561","Match","Exact","10 W BROADWAY, LONG BEACH, NY, 11561",40.584713596,-73.6643885559999,"147682154","L","36","059","416600","2006"
273,"10 WEST DODGE STREET, SONORA, CA, 95370","Match","Exact","10 W DODGE ST, SONORA, CA, 95370",37.9856386540001,-120.38496398,"101373017","L","06","109","001100","4000"
274,"10 WEST JUNIPER LANE, MORELAND HILLS, OH, 44022","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,"10 WEST LANE, SUMMIT, NJ, 7901","Match","Exact","10 WEST LN, SUMMIT, NJ, 07901",40.698737828,-74.3765821979999,"60603265","L","34","039","037900","3012"
276,"10 WEST MADISON STREET SUITE 11, BALTIMORE, MD, 21201","Match","Exact","10 W MADISON ST, BALTIMORE, MD, 21201",39.2985912610001,-76.6164183499999,"206419386","R","24","510","110200","5002"
277,"10 WEST MANILLA AVENUE, PITTSBURGH, PA, 15220","Match","Exact","10 W MANILLA AVE, PITTSBURGH, PA, 15220",40.418184136,-80.0469745199999,"51630714","R","42","003","469000","2002"
278,"10 WEST PARISH DRIVE, ANDOVER, MA, 1810","Match","Exact","10 W PARISH DR, ANDOVER, MA, 01810",42.659245071,-71.1706233849999,"86626451","L","25","009","254401","2010"
279,"10 WEST VAN TREES ST, WASHINGTON, IN, 47501","Match","Exact","10 W VAN TREES ST, WASHINGTON, IN, 47501",38.657742919,-87.175653113,"32068859","L","18","027","954700","4053"
280,"10 WESTFIELD DRIVE, EAST GREENWICH, RI, 2818","Match","Exact","10 WESTFIELD DR, EAST GREENWICH, RI, 02818",41.654189891,-71.538171296,"159153938","L","44","003","020903","1033"
281,"10 WESTON AVE APT 416, QUINCY, MA, 2170","Match","Exact","10 WESTON AVE, QUINCY, MA, 02170",42.268601548,-71.0218001379999,"87248722","L","25","021","417601","4006"
282,"10 WESTON AVENUE APT 301, QUINCY, MA, 2170","Match","Exact","10 WESTON AVE, QUINCY, MA, 02170",42.268601548,-71.0218001379999,"87248722","L","25","021","417601","4006"
283,"10 WHARTON PLACE, MELVILLE, NY, 11747","Match","Exact","10 WHARTON PL, MELVILLE, NY, 11747",40.789272484,-73.405255328,"114233033","R","36","103","112218","3003"
284,"10 WHISPERING COURT, OWINGS MILLS, MD, 21117","Match","Exact","10 WHISPERING CT, OWINGS MILLS, MD, 21117",39.4318100080001,-76.806625041,"647305665","R","24","005","404102","2009"
285,"10 WHITE LILY DRIVE, COLLINSVILLE, IL, 62234","Match","Exact","10 WHITE LILY DR, COLLINSVILLE, IL, 62234",38.695571154,-89.991372321,"107733017","L","17","119","403401","1015"
286,"10 WHITEHEAD DRIVE, COVINGTON, GA, 30016","Match","Exact","10 WHITEHEAD DR, COVINGTON, GA, 30016",33.534917874,-83.900782493,"23627669","R","13","217","100600","1009"
287,"10 WIDMAN COURT UNIT 201, SPRING VALLEY, NY, 10977","Match","Exact","10 WIDMAN CT, SPRING VALLEY, NY, 10977",41.1251348340001,-74.055820522,"618593001","R","36","087","012204","2000"
288,"10 WILLIS ST, PORTLAND, ME, 4101","Match","Exact","10 WILLIS ST, PORTLAND, ME, 04101",43.6692701320001,-70.249887174,"78028431","L","23","005","000100","3006"
289,"10 WILLOW RD 108, MAPLE SHADE, NJ, 8052","Match","Exact","10 WILLOW RD, MAPLE SHADE, NJ, 08052",39.9390029640001,-74.969169606,"642287577","L","34","005","700408","2007"
290,"10 WILLOW RD STE 246, MAPLE SHADE, NJ, 8052","Match","Exact","10 WILLOW RD, MAPLE SHADE, NJ, 08052",39.9390029640001,-74.969169606,"642287577","L","34","005","700408","2007"
291,"10 WILLOW ROAD SUITE 207, MAPLE SHADE, NJ, 8052","Match","Exact","10 WILLOW RD, MAPLE SHADE, NJ, 08052",39.9390029640001,-74.969169606,"642287577","L","34","005","700408","2007"
292,"10 WILSON RD, STOCKBRIDGE, GA, 30281","Match","Exact","10 WILSON RD, STOCKBRIDGE, GA, 30281",33.5283421510001,-84.196939313,"23189437","L","13","151","070212","2013"
293,"10 WINCHESTER DR, FAIRPORT, NY, 14450","Match","Exact","10 WINCHESTER DR, FAIRPORT, NY, 14450",43.0947467550001,-77.4047402369999,"14549474","R","36","055","011709","1023"
